window_idx,trial,phase_randomized_coherence_amplification_ratio,phase_randomized_coherence_amplification_db,observed_coherence_amplification_ratio,observed_coherence_amplification_db
0,0,0.502315454675053,-2.990234597523713,5.358244565301477,7.290225321420896
0,1,0.37038863834833946,-4.3134234374577405,5.358244565301477,7.290225321420896
0,2,0.8380794223801499,-0.7671482257855411,5.358244565301477,7.290225321420896
0,3,1.500872615240709,1.7634383358525074,5.358244565301477,7.290225321420896
0,4,0.7275501187034694,-1.3813708409238696,5.358244565301477,7.290225321420896
0,5,0.8740605767596691,-0.5845846754775751,5.358244565301477,7.290225321420896
0,6,1.4594519706825955,1.6418980729886126,5.358244565301477,7.290225321420896
0,7,1.387016004533242,1.4208147234968784,5.358244565301477,7.290225321420896
0,8,0.8726061288074133,-0.5918174104219331,5.358244565301477,7.290225321420896
0,9,0.5173976813526854,-2.861755218467474,5.358244565301477,7.290225321420896
0,10,0.5250635636263099,-2.797881181918471,5.358244565301477,7.290225321420896
0,11,0.9848369890194564,-0.06635648312559843,5.358244565301477,7.290225321420896
0,12,0.7621047151789575,-1.1798535136393635,5.358244565301477,7.290225321420896
0,13,1.5869628874676538,2.0056677051258602,5.358244565301477,7.290225321420896
0,14,1.3270542136704873,1.2288866530377103,5.358244565301477,7.290225321420896
0,15,0.9803320638651581,-0.08626792596184119,5.358244565301477,7.290225321420896
0,16,1.4229245782012008,1.5318188101252659,5.358244565301477,7.290225321420896
0,17,1.1249461563044356,0.5113173615451128,5.358244565301477,7.290225321420896
0,18,0.8235135816685804,-0.8432923390153755,5.358244565301477,7.290225321420896
0,19,1.0753551252328408,0.3155190933062503,5.358244565301477,7.290225321420896
0,20,0.8881185030138121,-0.5152908177624789,5.358244565301477,7.290225321420896
0,21,0.6861331878514989,-1.635915736014637,5.358244565301477,7.290225321420896
0,22,0.8877089545639306,-0.517293992499416,5.358244565301477,7.290225321420896
0,23,1.7562285226400371,2.4458102618526807,5.358244565301477,7.290225321420896
0,24,2.0511326153948253,3.119937404621165,5.358244565301477,7.290225321420896
0,25,0.2798341289774705,-5.5309931942713,5.358244565301477,7.290225321420896
0,26,0.9674217084504716,-0.14384171491215103,5.358244565301477,7.290225321420896
0,27,0.999769103948212,-0.001002884597351037,5.358244565301477,7.290225321420896
0,28,1.1775856982991277,0.7099252254752731,5.358244565301477,7.290225321420896
0,29,0.4539075808007259,-3.430325639581184,5.358244565301477,7.290225321420896
0,30,1.0216478383883807,0.09301220455119212,5.358244565301477,7.290225321420896
0,31,1.3045828280018466,1.1547165768093204,5.358244565301477,7.290225321420896
0,32,0.8535492842036064,-0.687713975255491,5.358244565301477,7.290225321420896
0,33,0.27370895849368854,-5.627109878996888,5.358244565301477,7.290225321420896
0,34,1.4546024729178106,1.6274432156461003,5.358244565301477,7.290225321420896
0,35,1.6748822050698937,2.2398426839551098,5.358244565301477,7.290225321420896
0,36,1.0039124574228109,0.01695843370929795,5.358244565301477,7.290225321420896
0,37,0.5046821201048197,-2.969820811933282,5.358244565301477,7.290225321420896
0,38,1.266640854355476,1.0265349169303892,5.358244565301477,7.290225321420896
0,39,1.4300790585188243,1.5536004706604074,5.358244565301477,7.290225321420896
0,40,1.727231521073635,2.373505550460853,5.358244565301477,7.290225321420896
0,41,0.9224954876783559,-0.35035749484548007,5.358244565301477,7.290225321420896
0,42,0.8996638134521626,-0.4591974749246744,5.358244565301477,7.290225321420896
0,43,0.9811789509426361,-0.08251777207923695,5.358244565301477,7.290225321420896
0,44,1.067522835381996,0.2837717379010319,5.358244565301477,7.290225321420896
0,45,1.1308340679041853,0.5339888372261832,5.358244565301477,7.290225321420896
0,46,0.8637279518634036,-0.6362302558738118,5.358244565301477,7.290225321420896
0,47,1.0522698010433205,0.2212710681534557,5.358244565301477,7.290225321420896
0,48,0.48506460156669157,-3.1420041761303867,5.358244565301477,7.290225321420896
0,49,1.0685005442570645,0.28774747714669086,5.358244565301477,7.290225321420896
0,50,1.2052620812625574,0.8108149344221864,5.358244565301477,7.290225321420896
0,51,1.4149690679546905,1.507469460345676,5.358244565301477,7.290225321420896
0,52,0.4488339594255832,-3.4791429116102375,5.358244565301477,7.290225321420896
0,53,0.6604116166959428,-1.8018529606555214,5.358244565301477,7.290225321420896
0,54,1.0925007381911427,0.38421739090726315,5.358244565301477,7.290225321420896
0,55,0.6631662256866245,-1.7837760002629168,5.358244565301477,7.290225321420896
0,56,0.9878749097386971,-0.0529804473384007,5.358244565301477,7.290225321420896
0,57,0.6636367675585708,-1.7806956070455606,5.358244565301477,7.290225321420896
0,58,0.6573018628914007,-1.822351368626275,5.358244565301477,7.290225321420896
0,59,0.9487014915390244,-0.22870416625327455,5.358244565301477,7.290225321420896
0,60,0.36939528446572345,-4.325086528686711,5.358244565301477,7.290225321420896
0,61,1.5628961331067135,1.9393011665162856,5.358244565301477,7.290225321420896
0,62,1.8431406940699326,2.6555848786478595,5.358244565301477,7.290225321420896
0,63,0.8154686400346615,-0.8859273569271011,5.358244565301477,7.290225321420896
0,64,0.48038074982980633,-3.1841440428786068,5.358244565301477,7.290225321420896
0,65,1.7571502746140717,2.4480890471946086,5.358244565301477,7.290225321420896
0,66,0.6218834334978788,-2.0629101230737406,5.358244565301477,7.290225321420896
0,67,1.57582027691408,1.9750668447631978,5.358244565301477,7.290225321420896
0,68,1.6126625952645206,2.075435128677625,5.358244565301477,7.290225321420896
0,69,1.2162532607933336,0.8502401762802441,5.358244565301477,7.290225321420896
0,70,1.1141503792707075,0.46943812453349376,5.358244565301477,7.290225321420896
0,71,1.41384885088929,1.5040298319961287,5.358244565301477,7.290225321420896
0,72,0.8896431433940675,-0.5078416406727713,5.358244565301477,7.290225321420896
0,73,0.6577281809438802,-1.8195355001207334,5.358244565301477,7.290225321420896
0,74,1.6299210749106219,2.121665752256313,5.358244565301477,7.290225321420896
0,75,0.9035399153424706,-0.44052657015532526,5.358244565301477,7.290225321420896
0,76,1.3215893003167831,1.210965139107882,5.358244565301477,7.290225321420896
0,77,1.3501926910086988,1.3039575269503079,5.358244565301477,7.290225321420896
0,78,1.281350956435275,1.0766809740116496,5.358244565301477,7.290225321420896
0,79,0.7310639458230559,-1.3604463384448375,5.358244565301477,7.290225321420896
0,80,0.6709268399482948,-1.733248341365288,5.358244565301477,7.290225321420896
0,81,0.7535792720933867,-1.228710557290682,5.358244565301477,7.290225321420896
0,82,1.7302255057583782,2.381027097901108,5.358244565301477,7.290225321420896
0,83,0.38265024984184703,-4.17197998772788,5.358244565301477,7.290225321420896
0,84,1.1884813811111918,0.7499238240916586,5.358244565301477,7.290225321420896
0,85,0.9255998776863069,-0.3357671144628685,5.358244565301477,7.290225321420896
0,86,0.5309775757466099,-2.7492381966268975,5.358244565301477,7.290225321420896
0,87,0.5481601627201468,-2.610925297951962,5.358244565301477,7.290225321420896
0,88,1.493049875876435,1.7407431573314196,5.358244565301477,7.290225321420896
0,89,0.9868152379699375,-0.05764152944801895,5.358244565301477,7.290225321420896
0,90,0.9870418671054778,-0.05664425580360912,5.358244565301477,7.290225321420896
0,91,1.016802620852211,0.07236656959982242,5.358244565301477,7.290225321420896
0,92,1.5214739926336664,1.822645331304518,5.358244565301477,7.290225321420896
0,93,1.0887322562130555,0.36921090090068326,5.358244565301477,7.290225321420896
0,94,1.2750803337267298,1.0553754743285138,5.358244565301477,7.290225321420896
0,95,0.7019772452354317,-1.5367696540417672,5.358244565301477,7.290225321420896
0,96,0.7739381356745862,-1.112937530237459,5.358244565301477,7.290225321420896
0,97,0.8123036803689946,-0.9028157906859176,5.358244565301477,7.290225321420896
0,98,0.4446511983582139,-3.519805329004183,5.358244565301477,7.290225321420896
0,99,0.3808534406429716,-4.192421166217133,5.358244565301477,7.290225321420896
0,100,0.2853422220226936,-5.446339611338163,5.358244565301477,7.290225321420896
0,101,1.4057453752534104,1.479066634030461,5.358244565301477,7.290225321420896
0,102,0.7704214620224005,-1.132716273527974,5.358244565301477,7.290225321420896
0,103,0.845885626722092,-0.7268835450401101,5.358244565301477,7.290225321420896
0,104,0.9212584776502963,-0.35618502628357246,5.358244565301477,7.290225321420896
0,105,0.8082647760467159,-0.9244634722132922,5.358244565301477,7.290225321420896
0,106,0.9642065981275937,-0.15829900937848684,5.358244565301477,7.290225321420896
0,107,0.7319708469402219,-1.3550621575188326,5.358244565301477,7.290225321420896
0,108,0.5162119813904715,-2.8717191960737614,5.358244565301477,7.290225321420896
0,109,0.3879234278033079,-4.11253991324259,5.358244565301477,7.290225321420896
0,110,0.28428620750297373,-5.462442101324706,5.358244565301477,7.290225321420896
0,111,1.437105417424288,1.5748862653817128,5.358244565301477,7.290225321420896
